Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2010,A,9,"IEA fossil fuel subsidies database, OECD.Stat- Inventory of Support Measures for Fossil Fuels and IMF Energy Subsidies Template (pre-tax calculations)",ER_FFS_CMPT_CD,24,USD,2025-03-21T00:00:00,2023,1.12664
2011,A,9,"IEA fossil fuel subsidies database, OECD.Stat- Inventory of Support Measures for Fossil Fuels and IMF Energy Subsidies Template (pre-tax calculations)",ER_FFS_CMPT_CD,24,USD,2025-03-21T00:00:00,2023,1.54115
2012,A,9,"IEA fossil fuel subsidies database, OECD.Stat- Inventory of Support Measures for Fossil Fuels and IMF Energy Subsidies Template (pre-tax calculations)",ER_FFS_CMPT_CD,24,USD,2025-03-21T00:00:00,2023,1.9024
2013,A,9,"IEA fossil fuel subsidies database, OECD.Stat- Inventory of Support Measures for Fossil Fuels and IMF Energy Subsidies Template (pre-tax calculations)",ER_FFS_CMPT_CD,24,USD,2025-03-21T00:00:00,2023,2.6561
2014,A,9,"IEA fossil fuel subsidies database, OECD.Stat- Inventory of Support Measures for Fossil Fuels and IMF Energy Subsidies Template (pre-tax calculations)",ER_FFS_CMPT_CD,24,USD,2025-03-21T00:00:00,2023,2.33167
2015,A,9,"IEA fossil fuel subsidies database, OECD.Stat- Inventory of Support Measures for Fossil Fuels and IMF Energy Subsidies Template (pre-tax calculations)",ER_FFS_CMPT_CD,24,USD,2025-03-21T00:00:00,2023,0.19813
2016,A,9,"IEA fossil fuel subsidies database, OECD.Stat- Inventory of Support Measures for Fossil Fuels and IMF Energy Subsidies Template (pre-tax calculations)",ER_FFS_CMPT_CD,24,USD,2025-03-21T00:00:00,2023,0.51594
2017,A,9,"IEA fossil fuel subsidies database, OECD.Stat- Inventory of Support Measures for Fossil Fuels and IMF Energy Subsidies Template (pre-tax calculations)",ER_FFS_CMPT_CD,24,USD,2025-03-21T00:00:00,2023,0.24932
2018,A,9,"IEA fossil fuel subsidies database, OECD.Stat- Inventory of Support Measures for Fossil Fuels and IMF Energy Subsidies Template (pre-tax calculations)",ER_FFS_CMPT_CD,24,USD,2025-03-21T00:00:00,2023,1.94245
2019,A,9,"IEA fossil fuel subsidies database, OECD.Stat- Inventory of Support Measures for Fossil Fuels and IMF Energy Subsidies Template (pre-tax calculations)",ER_FFS_CMPT_CD,24,USD,2025-03-21T00:00:00,2023,1.40667
