Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2010,A,0,IMF,FI_FSI_FSANL,24,PT,2025-03-26T00:00:00,2021,3.173050564
2011,A,0,IMF,FI_FSI_FSANL,24,PT,2025-03-26T00:00:00,2021,2.014968215
2012,A,0,IMF,FI_FSI_FSANL,24,PT,2025-03-26T00:00:00,2021,4.350118845
2013,A,0,IMF,FI_FSI_FSANL,24,PT,2025-03-26T00:00:00,2021,7.97676918
2014,A,0,IMF,FI_FSI_FSANL,24,PT,2025-03-26T00:00:00,2021,10.19053207
2015,A,0,IMF,FI_FSI_FSANL,24,PT,2025-03-26T00:00:00,2021,10.61123397
2016,A,0,IMF,FI_FSI_FSANL,24,PT,2025-03-26T00:00:00,2021,11.28508581
2017,A,0,IMF,FI_FSI_FSANL,24,PT,2025-03-26T00:00:00,2021,25.83606103
2018,A,0,IMF,FI_FSI_FSANL,24,PT,2025-03-26T00:00:00,2021,23.22173669
2019,A,0,IMF,FI_FSI_FSANL,24,PT,2025-03-26T00:00:00,2021,23.14546882
2020,A,0,IMF,FI_FSI_FSANL,24,PT,2025-03-26T00:00:00,2021,12.22381122
2021,A,0,IMF,FI_FSI_FSANL,24,PT,2025-03-26T00:00:00,2021,14.99608765
2010,A,0,IMF,FI_FSI_FSERA,24,PT,2025-03-26T00:00:00,2021,3.578218803
2011,A,0,IMF,FI_FSI_FSERA,24,PT,2025-03-26T00:00:00,2021,3.276406917
2012,A,0,IMF,FI_FSI_FSERA,24,PT,2025-03-26T00:00:00,2021,2.127292421
2013,A,0,IMF,FI_FSI_FSERA,24,PT,2025-03-26T00:00:00,2021,1.856234679
2014,A,0,IMF,FI_FSI_FSERA,24,PT,2025-03-26T00:00:00,2021,0.873344609
2015,A,0,IMF,FI_FSI_FSERA,24,PT,2025-03-26T00:00:00,2021,2.105230472
2016,A,0,IMF,FI_FSI_FSERA,24,PT,2025-03-26T00:00:00,2021,2.832104873
2017,A,0,IMF,FI_FSI_FSERA,24,PT,2025-03-26T00:00:00,2021,2.454596438
2018,A,0,IMF,FI_FSI_FSERA,24,PT,2025-03-26T00:00:00,2021,6.34735222
2019,A,0,IMF,FI_FSI_FSERA,24,PT,2025-03-26T00:00:00,2021,-1.125890692
2020,A,0,IMF,FI_FSI_FSERA,24,PT,2025-03-26T00:00:00,2021,-2.764913899
2021,A,0,IMF,FI_FSI_FSERA,24,PT,2025-03-26T00:00:00,2021,2.185773184
2010,A,0,IMF,FI_FSI_FSKA,24,PT,2025-03-26T00:00:00,2021,9.254237452
2011,A,0,IMF,FI_FSI_FSKA,24,PT,2025-03-26T00:00:00,2021,9.440195495
2012,A,0,IMF,FI_FSI_FSKA,24,PT,2025-03-26T00:00:00,2021,9.551516559
2013,A,0,IMF,FI_FSI_FSKA,24,PT,2025-03-26T00:00:00,2021,10.22495697
2014,A,0,IMF,FI_FSI_FSKA,24,PT,2025-03-26T00:00:00,2021,8.912898844
2015,A,0,IMF,FI_FSI_FSKA,24,PT,2025-03-26T00:00:00,2021,9.440072184
2016,A,0,IMF,FI_FSI_FSKA,24,PT,2025-03-26T00:00:00,2021,10.82830596
2017,A,0,IMF,FI_FSI_FSKA,24,PT,2025-03-26T00:00:00,2021,12.36459243
2018,A,0,IMF,FI_FSI_FSKA,24,PT,2025-03-26T00:00:00,2021,14.18314503
2019,A,0,IMF,FI_FSI_FSKA,24,PT,2025-03-26T00:00:00,2021,9.870313802
2020,A,0,IMF,FI_FSI_FSKA,24,PT,2025-03-26T00:00:00,2021,8.969271056
2021,A,0,IMF,FI_FSI_FSKA,24,PT,2025-03-26T00:00:00,2021,10.02596734
2010,A,0,IMF,FI_FSI_FSKNL,24,PT,2025-03-26T00:00:00,2021,-11.39653757
2011,A,0,IMF,FI_FSI_FSKNL,24,PT,2025-03-26T00:00:00,2021,-17.2932113
2012,A,0,IMF,FI_FSI_FSKNL,24,PT,2025-03-26T00:00:00,2021,-4.639189577
2013,A,0,IMF,FI_FSI_FSKNL,24,PT,2025-03-26T00:00:00,2021,12.98633739
2014,A,0,IMF,FI_FSI_FSKNL,24,PT,2025-03-26T00:00:00,2021,21.28429037
2015,A,0,IMF,FI_FSI_FSKNL,24,PT,2025-03-26T00:00:00,2021,6.852638975
2016,A,0,IMF,FI_FSI_FSKNL,24,PT,2025-03-26T00:00:00,2021,9.353714954
2017,A,0,IMF,FI_FSI_FSKNL,24,PT,2025-03-26T00:00:00,2021,53.08911983
2018,A,0,IMF,FI_FSI_FSKNL,24,PT,2025-03-26T00:00:00,2021,9.804605613
2019,A,0,IMF,FI_FSI_FSKNL,24,PT,2025-03-26T00:00:00,2021,-29.34699282
2020,A,0,IMF,FI_FSI_FSKNL,24,PT,2025-03-26T00:00:00,2021,-40.10526985
2021,A,0,IMF,FI_FSI_FSKNL,24,PT,2025-03-26T00:00:00,2021,-33.28346859
2010,A,0,IMF,FI_FSI_FSKRTC,24,PT,2025-03-26T00:00:00,2021,15.16121954
2011,A,0,IMF,FI_FSI_FSKRTC,24,PT,2025-03-26T00:00:00,2021,15.44447396
2012,A,0,IMF,FI_FSI_FSKRTC,24,PT,2025-03-26T00:00:00,2021,15.00993301
2013,A,0,IMF,FI_FSI_FSKRTC,24,PT,2025-03-26T00:00:00,2021,15.86520269
2014,A,0,IMF,FI_FSI_FSKRTC,24,PT,2025-03-26T00:00:00,2021,15.25844771
2015,A,0,IMF,FI_FSI_FSKRTC,24,PT,2025-03-26T00:00:00,2021,15.94784793
2016,A,0,IMF,FI_FSI_FSKRTC,24,PT,2025-03-26T00:00:00,2021,19.21563997
2017,A,0,IMF,FI_FSI_FSKRTC,24,PT,2025-03-26T00:00:00,2021,22.03259866
2018,A,0,IMF,FI_FSI_FSKRTC,24,PT,2025-03-26T00:00:00,2021,26.93064149
2019,A,0,IMF,FI_FSI_FSKRTC,24,PT,2025-03-26T00:00:00,2021,17.96983809
2020,A,0,IMF,FI_FSI_FSKRTC,24,PT,2025-03-26T00:00:00,2021,17.08685619
2021,A,0,IMF,FI_FSI_FSKRTC,24,PT,2025-03-26T00:00:00,2021,20.67563982
2010,A,0,IMF,FI_FSI_FSLS,24,PT,2025-03-26T00:00:00,2021,44.15175979
2011,A,0,IMF,FI_FSI_FSLS,24,PT,2025-03-26T00:00:00,2021,46.67791439
2012,A,0,IMF,FI_FSI_FSLS,24,PT,2025-03-26T00:00:00,2021,46.71263417
2013,A,0,IMF,FI_FSI_FSLS,24,PT,2025-03-26T00:00:00,2021,40.66663133
2014,A,0,IMF,FI_FSI_FSLS,24,PT,2025-03-26T00:00:00,2021,39.02609479
2015,A,0,IMF,FI_FSI_FSLS,24,PT,2025-03-26T00:00:00,2021,37.3966682
2016,A,0,IMF,FI_FSI_FSLS,24,PT,2025-03-26T00:00:00,2021,32.10824107
2017,A,0,IMF,FI_FSI_FSLS,24,PT,2025-03-26T00:00:00,2021,26.07490077
2018,A,0,IMF,FI_FSI_FSLS,24,PT,2025-03-26T00:00:00,2021,27.81512675
2019,A,0,IMF,FI_FSI_FSLS,24,PT,2025-03-26T00:00:00,2021,32.54346495
2020,A,0,IMF,FI_FSI_FSLS,24,PT,2025-03-26T00:00:00,2021,35.84806438
2021,A,0,IMF,FI_FSI_FSLS,24,PT,2025-03-26T00:00:00,2021,41.12560834
2010,A,0,IMF,FI_FSI_FSSNO,24,PT,2025-03-26T00:00:00,2018,21.45599431
2011,A,0,IMF,FI_FSI_FSSNO,24,PT,2025-03-26T00:00:00,2018,14.21880183
2012,A,0,IMF,FI_FSI_FSSNO,24,PT,2025-03-26T00:00:00,2018,1.421393171
2013,A,0,IMF,FI_FSI_FSSNO,24,PT,2025-03-26T00:00:00,2018,6.086919665
2014,A,0,IMF,FI_FSI_FSSNO,24,PT,2025-03-26T00:00:00,2018,15.70081996
2015,A,0,IMF,FI_FSI_FSSNO,24,PT,2025-03-26T00:00:00,2018,33.91557032
2016,A,0,IMF,FI_FSI_FSSNO,24,PT,2025-03-26T00:00:00,2018,56.45010518
2017,A,0,IMF,FI_FSI_FSSNO,24,PT,2025-03-26T00:00:00,2018,44.2631182
2018,A,0,IMF,FI_FSI_FSSNO,24,PT,2025-03-26T00:00:00,2018,37.03647779
