Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2016,A,0,World Bank Development Data Group,IQ_SPI_PIL4,24,IX,2025-05-19T00:00:00,2023,38.86667
2017,A,0,World Bank Development Data Group,IQ_SPI_PIL4,24,IX,2025-05-19T00:00:00,2023,38.16667
2018,A,0,World Bank Development Data Group,IQ_SPI_PIL4,24,IX,2025-05-19T00:00:00,2023,35.56667
2019,A,0,World Bank Development Data Group,IQ_SPI_PIL4,24,IX,2025-05-19T00:00:00,2023,43.9
2020,A,0,World Bank Development Data Group,IQ_SPI_PIL4,24,IX,2025-05-19T00:00:00,2023,48.25
2021,A,0,World Bank Development Data Group,IQ_SPI_PIL4,24,IX,2025-05-19T00:00:00,2023,48.25
2022,A,0,World Bank Development Data Group,IQ_SPI_PIL4,24,IX,2025-05-19T00:00:00,2023,47.725
2023,A,0,World Bank Development Data Group,IQ_SPI_PIL4,24,IX,2025-05-19T00:00:00,2023,47.725
2016,A,0,World Bank Development Data Group,IQ_SPI_PIL5,24,IX,2025-05-19T00:00:00,2023,40.0
2017,A,0,World Bank Development Data Group,IQ_SPI_PIL5,24,IX,2025-05-19T00:00:00,2023,40.0
2018,A,0,World Bank Development Data Group,IQ_SPI_PIL5,24,IX,2025-05-19T00:00:00,2023,40.0
2019,A,0,World Bank Development Data Group,IQ_SPI_PIL5,24,IX,2025-05-19T00:00:00,2023,40.0
2020,A,0,World Bank Development Data Group,IQ_SPI_PIL5,24,IX,2025-05-19T00:00:00,2023,35.0
2021,A,0,World Bank Development Data Group,IQ_SPI_PIL5,24,IX,2025-05-19T00:00:00,2023,40.0
2022,A,0,World Bank Development Data Group,IQ_SPI_PIL5,24,IX,2025-05-19T00:00:00,2023,40.0
2023,A,0,World Bank Development Data Group,IQ_SPI_PIL5,24,IX,2025-05-19T00:00:00,2023,50.0
2022,A,0,Open Data Inventory (ODIN) 2024/2025,SG_STT_ODIN,24,IX,2025-04-29T00:00:00,2024,37.7
2024,A,0,Open Data Inventory (ODIN) 2024/2025,SG_STT_ODIN,24,IX,2025-04-29T00:00:00,2024,47.4
