Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,DISABILITY_STATUS,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2022,A,0,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,SL_TLF_UEM_19ICLS,24,M,Y15T24,None,PT,2025-03-15T00:00:00,2022,29.36
2014,A,0,Repository: ILO-STATISTICS - Micro data processing,PC - Population Census,SL_TLF_UEMDIS,24,None,Y_GE15,None,PT,2025-03-15T00:00:00,2014,9.58
2014,A,0,Repository: ILO-STATISTICS - Micro data processing,PC - Population Census,SL_TLF_UEMDIS,24,None,Y_GE15,PD,PT,2025-03-15T00:00:00,2014,7.47
2014,A,0,Repository: ILO-STATISTICS - Micro data processing,PC - Population Census,SL_TLF_UEMDIS,24,None,Y_GE15,PWD,PT,2025-03-15T00:00:00,2014,9.65
2014,A,0,Repository: ILO-STATISTICS - Micro data processing,PC - Population Census,SL_TLF_UEMDIS,24,F,Y_GE15,None,PT,2025-03-15T00:00:00,2014,9.1
2014,A,0,Repository: ILO-STATISTICS - Micro data processing,PC - Population Census,SL_TLF_UEMDIS,24,F,Y_GE15,PD,PT,2025-03-15T00:00:00,2014,6.84
2014,A,0,Repository: ILO-STATISTICS - Micro data processing,PC - Population Census,SL_TLF_UEMDIS,24,F,Y_GE15,PWD,PT,2025-03-15T00:00:00,2014,9.16
2014,A,0,Repository: ILO-STATISTICS - Micro data processing,PC - Population Census,SL_TLF_UEMDIS,24,M,Y_GE15,None,PT,2025-03-15T00:00:00,2014,9.96
2014,A,0,Repository: ILO-STATISTICS - Micro data processing,PC - Population Census,SL_TLF_UEMDIS,24,M,Y_GE15,PD,PT,2025-03-15T00:00:00,2014,7.79
2014,A,0,Repository: ILO-STATISTICS - Micro data processing,PC - Population Census,SL_TLF_UEMDIS,24,M,Y_GE15,PWD,PT,2025-03-15T00:00:00,2014,10.05
