Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2010,A,0,WHO,EN_ATM_PM25,24,None,GPERM3,2023-02-27T00:00:00,2019,24.1984
2011,A,0,WHO,EN_ATM_PM25,24,None,GPERM3,2023-02-27T00:00:00,2019,24.67357
2012,A,0,WHO,EN_ATM_PM25,24,None,GPERM3,2023-02-27T00:00:00,2019,24.0083
2013,A,0,WHO,EN_ATM_PM25,24,None,GPERM3,2023-02-27T00:00:00,2019,24.53186
2014,A,0,WHO,EN_ATM_PM25,24,None,GPERM3,2023-02-27T00:00:00,2019,24.11941
2015,A,0,WHO,EN_ATM_PM25,24,None,GPERM3,2023-02-27T00:00:00,2019,25.03078
2016,A,0,WHO,EN_ATM_PM25,24,None,GPERM3,2023-02-27T00:00:00,2019,26.0812
2017,A,0,WHO,EN_ATM_PM25,24,None,GPERM3,2023-02-27T00:00:00,2019,25.44195
2018,A,0,WHO,EN_ATM_PM25,24,None,GPERM3,2023-02-27T00:00:00,2019,25.85236
2019,A,0,WHO,EN_ATM_PM25,24,None,GPERM3,2023-02-27T00:00:00,2019,27.16477
2010,A,0,WHO,EN_ATM_PM25,24,CITY,GPERM3,2023-02-27T00:00:00,2019,27.20078
2011,A,0,WHO,EN_ATM_PM25,24,CITY,GPERM3,2023-02-27T00:00:00,2019,28.32767
2012,A,0,WHO,EN_ATM_PM25,24,CITY,GPERM3,2023-02-27T00:00:00,2019,27.66216
2013,A,0,WHO,EN_ATM_PM25,24,CITY,GPERM3,2023-02-27T00:00:00,2019,28.66797
2014,A,0,WHO,EN_ATM_PM25,24,CITY,GPERM3,2023-02-27T00:00:00,2019,28.56178
2015,A,0,WHO,EN_ATM_PM25,24,CITY,GPERM3,2023-02-27T00:00:00,2019,29.7075
2016,A,0,WHO,EN_ATM_PM25,24,CITY,GPERM3,2023-02-27T00:00:00,2019,31.5835
2017,A,0,WHO,EN_ATM_PM25,24,CITY,GPERM3,2023-02-27T00:00:00,2019,31.16436
2018,A,0,WHO,EN_ATM_PM25,24,CITY,GPERM3,2023-02-27T00:00:00,2019,32.01247
2019,A,0,WHO,EN_ATM_PM25,24,CITY,GPERM3,2023-02-27T00:00:00,2019,33.19324
2010,A,0,WHO,EN_ATM_PM25,24,R,GPERM3,2023-02-27T00:00:00,2019,23.59305
2011,A,0,WHO,EN_ATM_PM25,24,R,GPERM3,2023-02-27T00:00:00,2019,23.82348
2012,A,0,WHO,EN_ATM_PM25,24,R,GPERM3,2023-02-27T00:00:00,2019,23.05726
2013,A,0,WHO,EN_ATM_PM25,24,R,GPERM3,2023-02-27T00:00:00,2019,23.30994
2014,A,0,WHO,EN_ATM_PM25,24,R,GPERM3,2023-02-27T00:00:00,2019,22.62058
2015,A,0,WHO,EN_ATM_PM25,24,R,GPERM3,2023-02-27T00:00:00,2019,23.24595
2016,A,0,WHO,EN_ATM_PM25,24,R,GPERM3,2023-02-27T00:00:00,2019,23.66378
2017,A,0,WHO,EN_ATM_PM25,24,R,GPERM3,2023-02-27T00:00:00,2019,22.58588
2018,A,0,WHO,EN_ATM_PM25,24,R,GPERM3,2023-02-27T00:00:00,2019,22.36583
2019,A,0,WHO,EN_ATM_PM25,24,R,GPERM3,2023-02-27T00:00:00,2019,23.34834
2010,A,0,WHO,EN_ATM_PM25,24,TSUB,GPERM3,2023-02-27T00:00:00,2019,24.33109
2011,A,0,WHO,EN_ATM_PM25,24,TSUB,GPERM3,2023-02-27T00:00:00,2019,25.14799
2012,A,0,WHO,EN_ATM_PM25,24,TSUB,GPERM3,2023-02-27T00:00:00,2019,24.38398
2013,A,0,WHO,EN_ATM_PM25,24,TSUB,GPERM3,2023-02-27T00:00:00,2019,25.03133
2014,A,0,WHO,EN_ATM_PM25,24,TSUB,GPERM3,2023-02-27T00:00:00,2019,24.81608
2015,A,0,WHO,EN_ATM_PM25,24,TSUB,GPERM3,2023-02-27T00:00:00,2019,25.71878
2016,A,0,WHO,EN_ATM_PM25,24,TSUB,GPERM3,2023-02-27T00:00:00,2019,27.21257
2017,A,0,WHO,EN_ATM_PM25,24,TSUB,GPERM3,2023-02-27T00:00:00,2019,26.66745
2018,A,0,WHO,EN_ATM_PM25,24,TSUB,GPERM3,2023-02-27T00:00:00,2019,27.27897
2019,A,0,WHO,EN_ATM_PM25,24,TSUB,GPERM3,2023-02-27T00:00:00,2019,28.43101
2010,A,0,WHO,EN_ATM_PM25,24,U,GPERM3,2023-02-27T00:00:00,2019,26.52759
2011,A,0,WHO,EN_ATM_PM25,24,U,GPERM3,2023-02-27T00:00:00,2019,27.60691
2012,A,0,WHO,EN_ATM_PM25,24,U,GPERM3,2023-02-27T00:00:00,2019,26.94325
2013,A,0,WHO,EN_ATM_PM25,24,U,GPERM3,2023-02-27T00:00:00,2019,27.89535
2014,A,0,WHO,EN_ATM_PM25,24,U,GPERM3,2023-02-27T00:00:00,2019,27.7897
2015,A,0,WHO,EN_ATM_PM25,24,U,GPERM3,2023-02-27T00:00:00,2019,28.9086
2016,A,0,WHO,EN_ATM_PM25,24,U,GPERM3,2023-02-27T00:00:00,2019,30.73135
2017,A,0,WHO,EN_ATM_PM25,24,U,GPERM3,2023-02-27T00:00:00,2019,30.30899
2018,A,0,WHO,EN_ATM_PM25,24,U,GPERM3,2023-02-27T00:00:00,2019,31.13166
2019,A,0,WHO,EN_ATM_PM25,24,U,GPERM3,2023-02-27T00:00:00,2019,32.32399
