Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2017,A,0,ICAO,IS_RDP_FRGVOL,24,MOT_AIR,T_KM,2025-04-07T00:00:00,2022,67320350
2018,A,0,ICAO,IS_RDP_FRGVOL,24,MOT_AIR,T_KM,2025-04-07T00:00:00,2022,78159640
2019,A,0,ICAO,IS_RDP_FRGVOL,24,MOT_AIR,T_KM,2025-04-07T00:00:00,2022,68043580
2020,A,0,ICAO,IS_RDP_FRGVOL,24,MOT_AIR,T_KM,2025-04-07T00:00:00,2022,28899770
2021,A,0,ICAO,IS_RDP_FRGVOL,24,MOT_AIR,T_KM,2025-04-07T00:00:00,2022,31036380
2022,A,0,ICAO,IS_RDP_FRGVOL,24,MOT_AIR,T_KM,2025-04-07T00:00:00,2022,70707651
2017,A,0,ICAO,IS_RDP_PFVOL,24,MOT_AIR,P_KM,2025-04-07T00:00:00,2022,3877171100
2018,A,0,ICAO,IS_RDP_PFVOL,24,MOT_AIR,P_KM,2025-04-07T00:00:00,2022,4291555330
2019,A,0,ICAO,IS_RDP_PFVOL,24,MOT_AIR,P_KM,2025-04-07T00:00:00,2022,4465072310
2020,A,0,ICAO,IS_RDP_PFVOL,24,MOT_AIR,P_KM,2025-04-07T00:00:00,2022,1116782950
2021,A,0,ICAO,IS_RDP_PFVOL,24,MOT_AIR,P_KM,2025-04-07T00:00:00,2022,731984280
2022,A,0,ICAO,IS_RDP_PFVOL,24,MOT_AIR,P_KM,2025-04-07T00:00:00,2022,3550306450
2010,A,0,UNCTADstat. Data compiled by UNCTAD.,IS_RDP_PORFVOL,24,MOT_SEA,TEU,2025-03-05T00:00:00,2022,611050
2011,A,0,UNCTADstat. Data compiled by UNCTAD.,IS_RDP_PORFVOL,24,MOT_SEA,TEU,2025-03-05T00:00:00,2022,763851
2012,A,0,UNCTADstat. Data compiled by UNCTAD.,IS_RDP_PORFVOL,24,MOT_SEA,TEU,2025-03-05T00:00:00,2022,1103281
2013,A,0,UNCTADstat. Data compiled by UNCTAD.,IS_RDP_PORFVOL,24,MOT_SEA,TEU,2025-03-05T00:00:00,2022,1006332
2014,A,0,UNCTADstat. Data compiled by UNCTAD.,IS_RDP_PORFVOL,24,MOT_SEA,TEU,2025-03-05T00:00:00,2022,1141081
2015,A,0,UNCTADstat. Data compiled by UNCTAD.,IS_RDP_PORFVOL,24,MOT_SEA,TEU,2025-03-05T00:00:00,2022,814965
2016,A,0,UNCTADstat. Data compiled by UNCTAD.,IS_RDP_PORFVOL,24,MOT_SEA,TEU,2025-03-05T00:00:00,2022,572298
2017,A,0,UNCTADstat. Data compiled by UNCTAD.,IS_RDP_PORFVOL,24,MOT_SEA,TEU,2025-03-05T00:00:00,2022,735431
2018,A,0,UNCTADstat. Data compiled by UNCTAD.,IS_RDP_PORFVOL,24,MOT_SEA,TEU,2025-03-05T00:00:00,2022,618238
2019,A,0,UNCTADstat. Data compiled by UNCTAD.,IS_RDP_PORFVOL,24,MOT_SEA,TEU,2025-03-05T00:00:00,2022,700123
2020,A,0,UNCTADstat. Data compiled by UNCTAD.,IS_RDP_PORFVOL,24,MOT_SEA,TEU,2025-03-05T00:00:00,2022,590128
2021,A,0,UNCTADstat. Data compiled by UNCTAD.,IS_RDP_PORFVOL,24,MOT_SEA,TEU,2025-03-05T00:00:00,2022,628348
2022,A,0,UNCTADstat. Data compiled by UNCTAD.,IS_RDP_PORFVOL,24,MOT_SEA,TEU,2025-03-05T00:00:00,2022,677326
