Indicator,Disaggregation combinations using this value
#1-5-1,10
#1-5-2,3
#10-3-1,3
#11-2-1,10
#11-5-1,10
#11-5-2,3
#11-7-1,19
#13-1-1,10
#15-1-1,3
#15-2-1,3
#16-2-2,8
#16-b-1,3
#17-17-1,1
#3-3-4,1
#3-d-1,13
#6-2-1,3
#6-6-1,2
