Indicator,Disaggregation combinations using this value
#10-6-1,2
#14-3-1,2
#16-1-1,2
#16-1-3,1
#16-8-1,2
#17-7-1,1
#3-5-1,3
#4-2-2,3
#4-5-1,1
#4-a-1,14
#9-5-1,1
#9-5-2,1
