Value,Disaggregation combinations using this value,Number of indicators
ISIC4_A,6,1
ISIC4_A01_A0210_A0322,2,2
ISIC4_BTFXE,2,2
ISIC4_BTU,6,1
ISIC4_C,8,5
ISIC4_C10T32X19,1,1
ISIC4_GTT,2,2
None,10,4
