Indicator,Disaggregation combinations using this value
#1-1-1,8
#1-2-1,1
#1-3-1,6
#1-5-3,1
#1-5-4,3
#10-2-1,1
#10-5-1,1
#11-5-3,4
#11-b-1,1
#11-b-2,3
#13-1-2,1
#13-1-3,3
#17-15-1,4
#17-16-1,1
#3-5-1,7
#3-8-2,2
