Indicator,Disaggregation combinations using this value
#10-7-2,1
#12-3-1,2
#12-a-1,1
#14-1-1,49
#14-2-1,1
#15-4-2,6
#15-9-1,1
#16-7-1,8
#17-5-1,1
#17-6-1,2
#3-5-1,3
#6-6-1,19
#7-a-1,1
#7-b-1,1
