Indicator,Disaggregation combinations using this value
#10-5-1,6
#10-6-1,2
#14-3-1,2
#14-4-1,1
#14-7-1,1
#15-4-2,46
#16-7-1,2
#16-8-1,2
#17-13-1,1
#3-4-1,3
#3-4-2,3
#3-6-1,2
#3-8-1,1
#3-9-3,3
#4-5-1,5
#4-c-1,14
#6-6-1,8
#8-5-1,31
