Indicator,Disaggregation combinations using this value
#1-1-1,1
#1-2-2,3
#1-4-1,2
#11-1-1,1
#11-6-2,1
#4-1-2,48
#4-5-1,19
#6-2-1,2
#7-1-1,1
#7-1-2,1
