Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,CUST_BREAKDOWN,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,CUST_BREAKDOWN_LB,Value
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,24,C04,LC_TRE,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,51879.7
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_ART,PT,2025-03-21T00:00:00,2021,,0.29
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_ART,PT,2025-03-21T00:00:00,2021,,0.36
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_ART,PT,2025-03-21T00:00:00,2021,,0.45
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_ART,PT,2025-03-21T00:00:00,2021,,0.58
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_ART,PT,2025-03-21T00:00:00,2021,,0.64
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_ART,PT,2025-03-21T00:00:00,2021,,0.68
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_CRP,PT,2025-03-21T00:00:00,2021,,1.19
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_CRP,PT,2025-03-21T00:00:00,2021,,1.19
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_CRP,PT,2025-03-21T00:00:00,2021,,1.43
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_CRP,PT,2025-03-21T00:00:00,2021,,2.42
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_CRP,PT,2025-03-21T00:00:00,2021,,3.01
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_CRP,PT,2025-03-21T00:00:00,2021,,3.4
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_GRS,PT,2025-03-21T00:00:00,2021,,59.45
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_GRS,PT,2025-03-21T00:00:00,2021,,59.21
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_GRS,PT,2025-03-21T00:00:00,2021,,58.77
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_GRS,PT,2025-03-21T00:00:00,2021,,58.33
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_GRS,PT,2025-03-21T00:00:00,2021,,57.91
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_GRS,PT,2025-03-21T00:00:00,2021,,57.64
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_IWB,PT,2025-03-21T00:00:00,2021,,0.07
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_IWB,PT,2025-03-21T00:00:00,2021,,0.17
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_IWB,PT,2025-03-21T00:00:00,2021,,0.18
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_IWB,PT,2025-03-21T00:00:00,2021,,0.21
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_IWB,PT,2025-03-21T00:00:00,2021,,0.28
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_IWB,PT,2025-03-21T00:00:00,2021,,0.32
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_MGCI,PT,2025-03-21T00:00:00,2021,,97.98
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_MGCI,PT,2025-03-21T00:00:00,2021,,97.62
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_MGCI,PT,2025-03-21T00:00:00,2021,,97.3
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_MGCI,PT,2025-03-21T00:00:00,2021,,96.86
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_MGCI,PT,2025-03-21T00:00:00,2021,,96.56
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_MGCI,PT,2025-03-21T00:00:00,2021,,96.36
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_PSG,PT,2025-03-21T00:00:00,2021,,0.0
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_PSG,PT,2025-03-21T00:00:00,2021,,0.0
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_PSG,PT,2025-03-21T00:00:00,2021,,0.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_PSG,PT,2025-03-21T00:00:00,2021,,0.0
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_PSG,PT,2025-03-21T00:00:00,2021,,0.0
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_PSG,PT,2025-03-21T00:00:00,2021,,0.0
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_SAF,PT,2025-03-21T00:00:00,2021,,0.35
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_SAF,PT,2025-03-21T00:00:00,2021,,0.27
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_SAF,PT,2025-03-21T00:00:00,2021,,0.26
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_SAF,PT,2025-03-21T00:00:00,2021,,0.24
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_SAF,PT,2025-03-21T00:00:00,2021,,0.23
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_SAF,PT,2025-03-21T00:00:00,2021,,0.22
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_SHR,PT,2025-03-21T00:00:00,2021,,2.62
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_SHR,PT,2025-03-21T00:00:00,2021,,3.05
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_SHR,PT,2025-03-21T00:00:00,2021,,3.05
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_SHR,PT,2025-03-21T00:00:00,2021,,2.89
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_SHR,PT,2025-03-21T00:00:00,2021,,2.75
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_SHR,PT,2025-03-21T00:00:00,2021,,2.67
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_SNV,PT,2025-03-21T00:00:00,2021,,0.33
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_SNV,PT,2025-03-21T00:00:00,2021,,0.51
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_SNV,PT,2025-03-21T00:00:00,2021,,0.58
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_SNV,PT,2025-03-21T00:00:00,2021,,0.67
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_SNV,PT,2025-03-21T00:00:00,2021,,0.67
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_SNV,PT,2025-03-21T00:00:00,2021,,0.67
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_TBL,PT,2025-03-21T00:00:00,2021,,1.34
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_TBL,PT,2025-03-21T00:00:00,2021,,1.34
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_TBL,PT,2025-03-21T00:00:00,2021,,1.5
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_TBL,PT,2025-03-21T00:00:00,2021,,1.69
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_TBL,PT,2025-03-21T00:00:00,2021,,1.86
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_TBL,PT,2025-03-21T00:00:00,2021,,1.97
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_TRE,PT,2025-03-21T00:00:00,2021,,34.37
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_TRE,PT,2025-03-21T00:00:00,2021,,33.9
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_TRE,PT,2025-03-21T00:00:00,2021,,33.79
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_TRE,PT,2025-03-21T00:00:00,2021,,32.98
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_TRE,PT,2025-03-21T00:00:00,2021,,32.65
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,None,LC_TRE,PT,2025-03-21T00:00:00,2021,,32.43
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_ART,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.29
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_ART,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.36
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_ART,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.45
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_ART,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.58
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_ART,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.64
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_ART,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.68
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_CRP,PT,2025-03-21T00:00:00,2021,Remaining mountain area,1.19
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_CRP,PT,2025-03-21T00:00:00,2021,Remaining mountain area,1.19
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_CRP,PT,2025-03-21T00:00:00,2021,Remaining mountain area,1.43
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_CRP,PT,2025-03-21T00:00:00,2021,Remaining mountain area,2.42
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_CRP,PT,2025-03-21T00:00:00,2021,Remaining mountain area,3.01
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_CRP,PT,2025-03-21T00:00:00,2021,Remaining mountain area,3.4
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_GRS,PT,2025-03-21T00:00:00,2021,Remaining mountain area,59.45
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_GRS,PT,2025-03-21T00:00:00,2021,Remaining mountain area,59.21
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_GRS,PT,2025-03-21T00:00:00,2021,Remaining mountain area,58.77
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_GRS,PT,2025-03-21T00:00:00,2021,Remaining mountain area,58.33
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_GRS,PT,2025-03-21T00:00:00,2021,Remaining mountain area,57.91
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_GRS,PT,2025-03-21T00:00:00,2021,Remaining mountain area,57.64
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_IWB,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.07
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_IWB,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.17
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_IWB,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.18
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_IWB,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.21
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_IWB,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.28
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_IWB,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.32
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_MGCI,PT,2025-03-21T00:00:00,2021,Remaining mountain area,97.98
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_MGCI,PT,2025-03-21T00:00:00,2021,Remaining mountain area,97.62
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_MGCI,PT,2025-03-21T00:00:00,2021,Remaining mountain area,97.3
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_MGCI,PT,2025-03-21T00:00:00,2021,Remaining mountain area,96.86
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_MGCI,PT,2025-03-21T00:00:00,2021,Remaining mountain area,96.56
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_MGCI,PT,2025-03-21T00:00:00,2021,Remaining mountain area,96.36
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_PSG,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_PSG,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_PSG,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_PSG,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_PSG,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_PSG,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_SAF,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.35
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_SAF,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.27
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_SAF,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.26
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_SAF,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.24
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_SAF,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.23
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_SAF,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.22
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_SHR,PT,2025-03-21T00:00:00,2021,Remaining mountain area,2.62
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_SHR,PT,2025-03-21T00:00:00,2021,Remaining mountain area,3.05
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_SHR,PT,2025-03-21T00:00:00,2021,Remaining mountain area,3.05
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_SHR,PT,2025-03-21T00:00:00,2021,Remaining mountain area,2.89
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_SHR,PT,2025-03-21T00:00:00,2021,Remaining mountain area,2.75
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_SHR,PT,2025-03-21T00:00:00,2021,Remaining mountain area,2.67
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_SNV,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.33
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_SNV,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.51
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_SNV,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.58
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_SNV,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.67
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_SNV,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.67
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_SNV,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.67
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_TBL,PT,2025-03-21T00:00:00,2021,Remaining mountain area,1.34
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_TBL,PT,2025-03-21T00:00:00,2021,Remaining mountain area,1.34
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_TBL,PT,2025-03-21T00:00:00,2021,Remaining mountain area,1.5
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_TBL,PT,2025-03-21T00:00:00,2021,Remaining mountain area,1.69
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_TBL,PT,2025-03-21T00:00:00,2021,Remaining mountain area,1.86
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_TBL,PT,2025-03-21T00:00:00,2021,Remaining mountain area,1.97
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_TRE,PT,2025-03-21T00:00:00,2021,Remaining mountain area,34.37
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_TRE,PT,2025-03-21T00:00:00,2021,Remaining mountain area,33.9
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_TRE,PT,2025-03-21T00:00:00,2021,Remaining mountain area,33.79
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_TRE,PT,2025-03-21T00:00:00,2021,Remaining mountain area,32.98
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_TRE,PT,2025-03-21T00:00:00,2021,Remaining mountain area,32.65
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,24,C04,LC_TRE,PT,2025-03-21T00:00:00,2021,Remaining mountain area,32.43
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,24,None,None,KM2,2025-03-21T00:00:00,2021,,159965.0
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,24,None,None,KM2,2025-03-21T00:00:00,2021,,159965.0
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,24,None,None,KM2,2025-03-21T00:00:00,2021,,159965.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,24,None,None,KM2,2025-03-21T00:00:00,2021,,159965.0
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,24,None,None,KM2,2025-03-21T00:00:00,2021,,159965.0
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,24,None,None,KM2,2025-03-21T00:00:00,2021,,159965.0
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,24,C04,None,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,159965.0
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,24,C04,None,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,159965.0
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,24,C04,None,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,159965.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,24,C04,None,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,159965.0
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,24,C04,None,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,159965.0
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,24,C04,None,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,159965.0
