Year,OBS_STATUS,UNIT_MULT,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2007,A,0,5.6,4.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_WAST,24,None,Y0T4,PT,2025-03-27T00:00:00,2015-2016,8.2
2015,A,0,5.6,4.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_WAST,24,None,Y0T4,PT,2025-03-27T00:00:00,2015-2016,4.9
2007,A,3,287.1,220.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_WASTN,24,None,Y0T4,NUMBER,2025-03-27T00:00:00,2015-2016,315.9
2015,A,3,287.1,220.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_WASTN,24,None,Y0T4,NUMBER,2025-03-27T00:00:00,2015-2016,251.3
2000,A,0,9.7,2.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGT,24,None,Y0T4,PT,2025-03-28T00:00:00,2024,2.4
2001,A,0,9.7,2.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGT,24,None,Y0T4,PT,2025-03-28T00:00:00,2024,2.6
2002,A,0,9.7,2.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGT,24,None,Y0T4,PT,2025-03-28T00:00:00,2024,2.7
2003,A,0,9.7,2.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGT,24,None,Y0T4,PT,2025-03-28T00:00:00,2024,2.8
2004,A,0,9.7,2.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGT,24,None,Y0T4,PT,2025-03-28T00:00:00,2024,2.9
2005,A,0,9.7,2.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGT,24,None,Y0T4,PT,2025-03-28T00:00:00,2024,3.0
