Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,20.6168753180352
2001,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,32.7930584219332
2002,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,16.7392257570693
2003,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,15.2473334885148
2004,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,13.5688683961263
2005,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,10.5212675193515
2006,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,12.9751118227908
2007,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,9.65587661135239
2008,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,2.44356681376533
2009,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,8.49582807984923
2010,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,4.45216268102828
2011,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,4.12759606940864
2012,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,6.01528189755654
2013,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,7.38371920444771
2014,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,12.3133748846616
2015,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,19.8323066990569
2016,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,33.0181373397283
2017,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,22.7320993525535
2018,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,22.0985621174355
2019,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,28.0148137644131
2020,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,32.4430868992767
2021,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,26.398640250578
2022,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,17.467268622703
2023,A,0,"World Bank, International Debt Statistics.",DT_TDS_DECT,24,PT,2025-03-19T00:00:00,2023,29.559538577241
