Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,PRODUCT,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2018,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_CLTH,PT,2025-03-26T00:00:00,2023,10.03873
2019,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_CLTH,PT,2025-03-26T00:00:00,2023,10.03571
2020,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_CLTH,PT,2025-03-26T00:00:00,2023,9.96993
2021,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_CLTH,PT,2025-03-26T00:00:00,2023,10.03412
2022,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_CLTH,PT,2025-03-26T00:00:00,2023,10.03413
2023,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_CLTH,PT,2025-03-26T00:00:00,2023,10.03413
2000,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_IND,PT,2025-03-26T00:00:00,2023,0.79595
2005,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_IND,PT,2025-03-26T00:00:00,2023,0.99372
2010,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_IND,PT,2025-03-26T00:00:00,2023,0.89462
2011,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_IND,PT,2025-03-26T00:00:00,2023,0.86585
2012,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_IND,PT,2025-03-26T00:00:00,2023,0.78044
2013,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_IND,PT,2025-03-26T00:00:00,2023,0.81684
2014,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_IND,PT,2025-03-26T00:00:00,2023,0.77781
2015,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_IND,PT,2025-03-26T00:00:00,2023,0.70192
2016,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_IND,PT,2025-03-26T00:00:00,2023,0.70595
2017,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_IND,PT,2025-03-26T00:00:00,2023,0.82051
2018,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_IND,PT,2025-03-26T00:00:00,2023,0.82746
2019,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_IND,PT,2025-03-26T00:00:00,2023,0.79074
2020,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_IND,PT,2025-03-26T00:00:00,2023,0.80054
2021,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_IND,PT,2025-03-26T00:00:00,2023,0.80519
2022,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_IND,PT,2025-03-26T00:00:00,2023,0.80121
2023,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_IND,PT,2025-03-26T00:00:00,2023,0.80025
2000,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.29983
2005,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.16938
2010,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2011,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2012,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2013,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2014,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2015,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2016,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2017,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2018,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2019,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2020,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2021,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2022,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2023,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2000,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_TXT,PT,2025-03-26T00:00:00,2023,8.22736
2005,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_TXT,PT,2025-03-26T00:00:00,2023,8.18287
2010,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_TXT,PT,2025-03-26T00:00:00,2023,8.24155
2011,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_TXT,PT,2025-03-26T00:00:00,2023,8.24106
2012,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_TXT,PT,2025-03-26T00:00:00,2023,7.9328
2013,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_TXT,PT,2025-03-26T00:00:00,2023,7.97703
2014,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_TXT,PT,2025-03-26T00:00:00,2023,7.9561
2015,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_TXT,PT,2025-03-26T00:00:00,2023,7.94844
2016,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_TXT,PT,2025-03-26T00:00:00,2023,7.94966
2017,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_TXT,PT,2025-03-26T00:00:00,2023,7.85919
2018,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_TXT,PT,2025-03-26T00:00:00,2023,7.94951
2019,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_TXT,PT,2025-03-26T00:00:00,2023,7.56677
2020,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_TXT,PT,2025-03-26T00:00:00,2023,7.50919
2021,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_TXT,PT,2025-03-26T00:00:00,2023,7.51171
2022,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_TXT,PT,2025-03-26T00:00:00,2023,7.51171
2023,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DMFN,24,AGG_TXT,PT,2025-03-26T00:00:00,2023,7.51163
2000,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,None,PT,2025-03-26T00:00:00,2023,0.25674
2005,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,None,PT,2025-03-26T00:00:00,2023,0.13608
2010,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,None,PT,2025-03-26T00:00:00,2023,0.00822
2011,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,None,PT,2025-03-26T00:00:00,2023,0.0082
2012,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,None,PT,2025-03-26T00:00:00,2023,0.00754
2013,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,None,PT,2025-03-26T00:00:00,2023,0.01066
2014,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,None,PT,2025-03-26T00:00:00,2023,0.01087
2015,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,None,PT,2025-03-26T00:00:00,2023,0.00181
2016,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,None,PT,2025-03-26T00:00:00,2023,0.00181
2017,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,None,PT,2025-03-26T00:00:00,2023,0.00943
2018,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,None,PT,2025-03-26T00:00:00,2023,0.00886
2019,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,None,PT,2025-03-26T00:00:00,2023,0.01143
2020,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,None,PT,2025-03-26T00:00:00,2023,0.01142
2021,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,None,PT,2025-03-26T00:00:00,2023,0.01142
2022,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,None,PT,2025-03-26T00:00:00,2023,0.0114
2023,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,None,PT,2025-03-26T00:00:00,2023,0.0114
2000,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_AGR,PT,2025-03-26T00:00:00,2023,1.07191
2005,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_AGR,PT,2025-03-26T00:00:00,2023,0.25954
2010,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_AGR,PT,2025-03-26T00:00:00,2023,0.06625
2011,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_AGR,PT,2025-03-26T00:00:00,2023,0.06625
2012,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_AGR,PT,2025-03-26T00:00:00,2023,0.06243
2013,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_AGR,PT,2025-03-26T00:00:00,2023,0.06357
2014,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_AGR,PT,2025-03-26T00:00:00,2023,0.06357
2015,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_AGR,PT,2025-03-26T00:00:00,2023,0.06352
2016,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_AGR,PT,2025-03-26T00:00:00,2023,0.06352
2017,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_AGR,PT,2025-03-26T00:00:00,2023,0.08397
2018,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_AGR,PT,2025-03-26T00:00:00,2023,0.0842
2019,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_AGR,PT,2025-03-26T00:00:00,2023,0.07029
2020,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_AGR,PT,2025-03-26T00:00:00,2023,0.07029
2021,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_AGR,PT,2025-03-26T00:00:00,2023,0.07028
2022,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_AGR,PT,2025-03-26T00:00:00,2023,0.06865
2023,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_AGR,PT,2025-03-26T00:00:00,2023,0.06865
2000,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_CLTH,PT,2025-03-26T00:00:00,2023,5.52342
2005,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_CLTH,PT,2025-03-26T00:00:00,2023,4.50243
2010,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_CLTH,PT,2025-03-26T00:00:00,2023,4.5068
2011,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_CLTH,PT,2025-03-26T00:00:00,2023,4.46572
2012,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_CLTH,PT,2025-03-26T00:00:00,2023,4.46571
2013,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_CLTH,PT,2025-03-26T00:00:00,2023,4.46571
2014,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_CLTH,PT,2025-03-26T00:00:00,2023,4.46571
2015,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,24,AGG_CLTH,PT,2025-03-26T00:00:00,2023,4.46569
