Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2022,A,0,Ministry of Environment,ER_BDY_ABT2NP,24,None,NUMBER,2024-05-08T00:00:00,2022,0
2022,A,0,Ministry of Environment,ER_BDY_ABT2NP,24,ABT2_NONTLT,NUMBER,2024-05-08T00:00:00,2022,1
