Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,6,Party not included in Annex I to the Convention (UNFCCC),UNFCCC,EN_ATM_GHGT_NAIP,24,TCO2E,2024-05-03T00:00:00,2017,46.18893
2001,A,6,Party not included in Annex I to the Convention (UNFCCC),UNFCCC,EN_ATM_GHGT_NAIP,24,TCO2E,2024-05-03T00:00:00,2017,52.4687
2002,A,6,Party not included in Annex I to the Convention (UNFCCC),UNFCCC,EN_ATM_GHGT_NAIP,24,TCO2E,2024-05-03T00:00:00,2017,58.74847
2003,A,6,Party not included in Annex I to the Convention (UNFCCC),UNFCCC,EN_ATM_GHGT_NAIP,24,TCO2E,2024-05-03T00:00:00,2017,65.02823
2004,A,6,Party not included in Annex I to the Convention (UNFCCC),UNFCCC,EN_ATM_GHGT_NAIP,24,TCO2E,2024-05-03T00:00:00,2017,71.308
2005,A,6,Party not included in Annex I to the Convention (UNFCCC),UNFCCC,EN_ATM_GHGT_NAIP,24,TCO2E,2024-05-03T00:00:00,2017,77.58777
2006,A,6,Party not included in Annex I to the Convention (UNFCCC),UNFCCC,EN_ATM_GHGT_NAIP,24,TCO2E,2024-05-03T00:00:00,2017,16.8133
2007,A,6,Party not included in Annex I to the Convention (UNFCCC),UNFCCC,EN_ATM_GHGT_NAIP,24,TCO2E,2024-05-03T00:00:00,2017,17.85427
2008,A,6,Party not included in Annex I to the Convention (UNFCCC),UNFCCC,EN_ATM_GHGT_NAIP,24,TCO2E,2024-05-03T00:00:00,2017,18.57316
2009,A,6,Party not included in Annex I to the Convention (UNFCCC),UNFCCC,EN_ATM_GHGT_NAIP,24,TCO2E,2024-05-03T00:00:00,2017,22.86832
2010,A,6,Party not included in Annex I to the Convention (UNFCCC),UNFCCC,EN_ATM_GHGT_NAIP,24,TCO2E,2024-05-03T00:00:00,2017,21.50449
2011,A,6,Party not included in Annex I to the Convention (UNFCCC),UNFCCC,EN_ATM_GHGT_NAIP,24,TCO2E,2024-05-03T00:00:00,2017,22.03113
2012,A,6,Party not included in Annex I to the Convention (UNFCCC),UNFCCC,EN_ATM_GHGT_NAIP,24,TCO2E,2024-05-03T00:00:00,2017,25.98959
2013,A,6,Party not included in Annex I to the Convention (UNFCCC),UNFCCC,EN_ATM_GHGT_NAIP,24,TCO2E,2024-05-03T00:00:00,2017,30.53843
2014,A,6,Party not included in Annex I to the Convention (UNFCCC),UNFCCC,EN_ATM_GHGT_NAIP,24,TCO2E,2024-05-03T00:00:00,2017,29.92616
2015,A,6,Party not included in Annex I to the Convention (UNFCCC),UNFCCC,EN_ATM_GHGT_NAIP,24,TCO2E,2024-05-03T00:00:00,2017,29.63179
2016,A,6,Party not included in Annex I to the Convention (UNFCCC),UNFCCC,EN_ATM_GHGT_NAIP,24,TCO2E,2024-05-03T00:00:00,2017,30.38451
2017,A,6,Party not included in Annex I to the Convention (UNFCCC),UNFCCC,EN_ATM_GHGT_NAIP,24,TCO2E,2024-05-03T00:00:00,2017,22.57924
