Year,OBS_STATUS,UNIT_MULT,BASE_PER,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,56.484285
2001,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,32.843655
2002,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,36.498049
2003,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,33.868716
2004,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,42.521863
2005,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,46.364751
2006,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,38.981711
2007,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,57.085928
2008,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,34.070574
2009,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,40.050435
2010,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,26.416194
2011,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,26.462348
2012,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,24.403437
2013,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,23.162901
2014,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,31.608311
2015,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,223.171933
2016,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,520.591031
2017,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,51.565207
2018,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,54.054677
2019,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,376.902396
2020,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,63.621752
2021,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,433.077438
2022,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,309.31406
2023,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,24,CON_USD,2025-05-19T00:00:00,2023,288.075167
