Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,EDUCATION_LEV,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2015,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,None,ISCED11_3,PT,2025-03-05T00:00:00,2021,46.69124
2021,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,None,ISCED11_3,PT,2025-03-05T00:00:00,2021,88.99724
2015,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,F,AGG_2_3,PT,2025-03-05T00:00:00,2021,55.68698
2021,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,F,AGG_2_3,PT,2025-03-05T00:00:00,2021,92.47107
2010,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,F,ISCED11_02,PT,2025-03-05T00:00:00,2021,48.08114
2011,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,F,ISCED11_02,PT,2025-03-05T00:00:00,2021,46.65795
2021,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,F,ISCED11_02,PT,2025-03-05T00:00:00,2021,86.9724
2011,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,F,ISCED11_1,PT,2025-03-05T00:00:00,2021,51.45182
2021,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,F,ISCED11_1,PT,2025-03-05T00:00:00,2021,94.58767
2015,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,F,ISCED11_2,PT,2025-03-05T00:00:00,2021,59.43937
2021,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,F,ISCED11_2,PT,2025-03-05T00:00:00,2021,95.48493
2015,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,F,ISCED11_3,PT,2025-03-05T00:00:00,2021,42.65764
2021,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,F,ISCED11_3,PT,2025-03-05T00:00:00,2021,86.34409
2015,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,M,AGG_2_3,PT,2025-03-05T00:00:00,2021,49.77476
2021,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,M,AGG_2_3,PT,2025-03-05T00:00:00,2021,91.95873
2010,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,M,ISCED11_02,PT,2025-03-05T00:00:00,2021,43.15387
2011,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,M,ISCED11_02,PT,2025-03-05T00:00:00,2021,42.21709
2021,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,M,ISCED11_02,PT,2025-03-05T00:00:00,2021,80.09243
2011,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,M,ISCED11_1,PT,2025-03-05T00:00:00,2021,45.1762
2021,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,M,ISCED11_1,PT,2025-03-05T00:00:00,2021,91.98091
2015,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,M,ISCED11_2,PT,2025-03-05T00:00:00,2021,50.7324
2021,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,M,ISCED11_2,PT,2025-03-05T00:00:00,2021,93.21083
2015,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,M,ISCED11_3,PT,2025-03-05T00:00:00,2021,47.8143
2021,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,24,M,ISCED11_3,PT,2025-03-05T00:00:00,2021,90.15679
