Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,URBANISATION,INCOME_WEALTH_QUANTILE,EDUCATION_LEV,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,COMMENT_OBS,Value
2014,A,0,UIS based on UIS based on AGO - LFS - Employment Survey; Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None Data extracted on 25 February 2025.,SE_GPI_PART,24,None,Y25T54,None,None,None,RO,2025-03-11T00:00:00,2022,,0.92096
2019,A,0,UIS based on UIS based on AGO - LFS - Employment Survey; Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None Data extracted on 25 February 2025.,SE_GPI_PART,24,None,Y25T54,None,None,None,RO,2025-03-11T00:00:00,2022,,0.8143
2021,A,0,UIS based on UIS based on AGO - LFS - Employment Survey; Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None Data extracted on 25 February 2025.,SE_GPI_PART,24,None,Y25T54,None,None,None,RO,2025-03-11T00:00:00,2022,,0.8117
2022,A,0,UIS based on UIS based on AGO - LFS - Employment Survey; Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None Data extracted on 25 February 2025.,SE_GPI_PART,24,None,Y25T54,None,None,None,RO,2025-03-11T00:00:00,2022,,0.8341
2009,A,0,UIS based on UIS based on AGO - LFS - Employment Survey; Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Unreliable - Low reliability Data extracted on 25 February 2025.,SE_GPI_PART,24,None,Y55T64,None,None,None,RO,2025-03-11T00:00:00,2022,,1.2
2011,A,0,UIS based on UIS based on AGO - LFS - Employment Survey; Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Unreliable - Low reliability Data extracted on 25 February 2025.,SE_GPI_PART,24,None,Y55T64,None,None,None,RO,2025-03-11T00:00:00,2022,,0.53713
2014,A,0,UIS based on UIS based on AGO - LFS - Employment Survey; Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Unreliable - Low reliability Data extracted on 25 February 2025.,SE_GPI_PART,24,None,Y55T64,None,None,None,RO,2025-03-11T00:00:00,2022,,0.69238
2019,A,0,UIS based on UIS based on AGO - LFS - Employment Survey; Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Unreliable - Low reliability Data extracted on 25 February 2025.,SE_GPI_PART,24,None,Y55T64,None,None,None,RO,2025-03-11T00:00:00,2022,,0.49324
2022,A,0,UIS based on UIS based on AGO - LFS - Employment Survey; Repository: ILO-STATISTICS - Micro data processing - Age coverage - minimum age: 15 years old - Age coverage - maximum age: None - Unreliable - Low reliability Data extracted on 25 February 2025.,SE_GPI_PART,24,None,Y55T64,None,None,None,RO,2025-03-11T00:00:00,2022,,0.59263
2008,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_PTNPRE,24,None,None,None,None,None,RO,2025-03-05T00:00:00,2016,,0.80868
2009,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_PTNPRE,24,None,None,None,None,None,RO,2025-03-05T00:00:00,2016,,0.90054
2010,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_PTNPRE,24,None,None,None,None,None,RO,2025-03-05T00:00:00,2016,,1.02812
2011,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_PTNPRE,24,None,None,None,None,None,RO,2025-03-05T00:00:00,2016,,1.31166
2016,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_PTNPRE,24,None,None,None,None,None,RO,2025-03-05T00:00:00,2016,,0.89592
2015,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,24,None,None,None,None,AGG_2_3,RO,2025-03-05T00:00:00,2021,,1.10617
2021,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,24,None,None,None,None,AGG_2_3,RO,2025-03-05T00:00:00,2021,,1.00554
2010,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,24,None,None,None,None,ISCED11_02,RO,2025-03-05T00:00:00,2021,,1.10248
2011,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,24,None,None,None,None,ISCED11_02,RO,2025-03-05T00:00:00,2021,,1.09518
2021,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,24,None,None,None,None,ISCED11_02,RO,2025-03-05T00:00:00,2021,,1.07911
2011,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,24,None,None,None,None,ISCED11_1,RO,2025-03-05T00:00:00,2021,,1.12197
2021,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,24,None,None,None,None,ISCED11_1,RO,2025-03-05T00:00:00,2021,,1.02756
2015,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,24,None,None,None,None,ISCED11_2,RO,2025-03-05T00:00:00,2021,,1.14648
2021,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,24,None,None,None,None,ISCED11_2,RO,2025-03-05T00:00:00,2021,,1.02382
2015,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,24,None,None,None,None,ISCED11_3,RO,2025-03-05T00:00:00,2021,,0.89215
2021,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,24,None,None,None,None,ISCED11_3,RO,2025-03-05T00:00:00,2021,,0.95771
