Year,OBS_STATUS,UNIT_MULT,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2002,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,630.7
2003,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,614.8
2004,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,601.7
2005,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,592.2
2006,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,586.2
2007,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,583.6
2008,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,585.9
2009,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,596.6
2010,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,614.5
2011,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,639.5
2012,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,673.6
2013,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,716.9
2014,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,767.9
2015,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,824.3
2016,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,884.1
2017,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,944.8
2018,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1006.7
2019,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1069.4
2020,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1134.6
2021,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1204.3
2022,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1280.6
2023,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1347.1
2024,A,3,1668.1,1162.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1410.0
2000,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,746.5
2001,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,729.9
2002,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,714.3
2003,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,700.6
2004,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,689.8
2005,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,682.9
2006,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,679.4
2007,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,679.4
2008,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,684.5
2009,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,698.7
2010,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,720.6
2011,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,750.3
2012,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,789.8
2013,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,839.4
2014,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,897.2
2015,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,960.8
2016,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1027.8
2017,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1095.9
2018,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1165.1
2019,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1235.4
2020,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1308.6
2021,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1386.8
2022,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1472.0
2023,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1546.9
2024,A,3,1878.4,1357.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,24,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1617.3
