Year,OBS_STATUS,UNIT_MULT,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2010,A,0,56,39.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,24,None,Y0T4,PT,2025-03-27T00:00:00,2024,30.8
2011,A,0,56,39.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,24,None,Y0T4,PT,2025-03-27T00:00:00,2024,30.9
2012,A,0,56,39.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,24,None,Y0T4,PT,2025-03-27T00:00:00,2024,31.4
2013,A,0,56,39.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,24,None,Y0T4,PT,2025-03-27T00:00:00,2024,32.3
2014,A,0,56,39.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,24,None,Y0T4,PT,2025-03-27T00:00:00,2024,33.5
2015,A,0,56,39.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,24,None,Y0T4,PT,2025-03-27T00:00:00,2024,34.8
2016,A,0,56,39.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,24,None,Y0T4,PT,2025-03-27T00:00:00,2024,36.3
2017,A,0,56,39.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,24,None,Y0T4,PT,2025-03-27T00:00:00,2024,37.7
2018,A,0,56,39.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,24,None,Y0T4,PT,2025-03-27T00:00:00,2024,39.1
2019,A,0,56,39.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,24,None,Y0T4,PT,2025-03-27T00:00:00,2024,40.5
2020,A,0,56,39.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,24,None,Y0T4,PT,2025-03-27T00:00:00,2024,42.0
2021,A,0,56,39.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,24,None,Y0T4,PT,2025-03-27T00:00:00,2024,43.5
2022,A,0,56,39.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,24,None,Y0T4,PT,2025-03-27T00:00:00,2024,45.2
2023,A,0,56,39.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,24,None,Y0T4,PT,2025-03-27T00:00:00,2024,46.5
2024,A,0,56,39.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,24,None,Y0T4,PT,2025-03-27T00:00:00,2024,47.7
2000,A,0,53.2,36.7,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,24,F,Y0T4,PT,2025-03-27T00:00:00,2024,45.0
2001,A,0,53.2,36.7,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,24,F,Y0T4,PT,2025-03-27T00:00:00,2024,42.4
2002,A,0,53.2,36.7,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,24,F,Y0T4,PT,2025-03-27T00:00:00,2024,39.9
