Year,OBS_STATUS,UNIT_MULT,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,52.9
2001,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,52.4
2002,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,51.9
2003,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,51.4
2004,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,50.9
2005,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,50.3
2006,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,49.7
2007,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,49.0
2008,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,48.2
2009,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,47.3
2010,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,46.5
2011,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,45.8
2012,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,45.2
2013,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,44.8
2014,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,44.5
2015,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,44.2
2016,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,44.1
2017,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,44.0
2018,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,43.9
2019,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,43.7
2020,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,43.6
2021,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,43.6
2022,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,43.7
2023,A,0,63.1,26.3,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,43.8
2000,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,53.0
2001,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,52.5
2002,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,52.0
2003,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,51.5
2004,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,51.0
2005,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,50.4
2006,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,49.8
2007,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,49.1
2008,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,48.3
2009,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,47.4
2010,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,46.5
2011,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,45.8
2012,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,45.2
2013,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,44.8
2014,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,44.4
2015,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,44.1
2016,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,43.9
2017,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,43.8
2018,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,43.7
2019,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,43.5
2020,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,43.4
2021,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,43.4
2022,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,43.4
2023,A,0,64.5,24.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,43.6
2000,A,0,62.3,32.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_PREG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,52.3
2001,A,0,62.3,32.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_PREG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,51.8
2002,A,0,62.3,32.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_PREG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,51.3
2003,A,0,62.3,32.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_PREG,24,F,Y15T49,PT,2025-03-25T00:00:00,2023,50.7
