Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2005,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,1.41788
2006,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,0.78807
2007,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,1.4791
2008,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,2.53264
2009,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,2.30723
2010,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,3.11643
2011,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,4.38828
2012,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,4.37994
2013,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,3.83042
2014,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,3.80865
2015,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,3.90119
2016,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,2.90707
2017,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,2.80942
2018,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,2.45084
2019,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,3.16846
2020,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,2.16495
2021,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,3.92368
2022,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,4.32615
2000,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,465.43619
2001,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,481.45102
2002,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,529.68266
2003,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,547.39058
2004,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,560.08179
2005,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,573.81175
2006,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,570.24836
2007,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,574.15814
2008,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,580.11894
2009,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,578.84361
2010,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,583.42196
2011,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,590.61797
2012,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,590.57077
2013,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,587.46164
2014,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,587.33851
2015,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,587.86206
2016,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,582.23746
2017,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,581.68497
2018,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,579.65615
2019,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,583.71634
2020,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,578.03859
2021,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,587.98929
2022,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAN,24,None,KM2,2023-03-30T00:00:00,2017-2021,590.26645
2000,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.03733
2001,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.03862
2002,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.04249
2003,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.04391
2004,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.04493
2005,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.04603
2006,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.04574
2007,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.04605
2008,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.04653
2009,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.04643
2010,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.0468
2011,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.04737
2012,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.04737
2013,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.04712
2014,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.04711
2015,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.04715
2016,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.0467
2017,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.04666
2018,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.0465
2019,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.04682
2020,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.04637
2021,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.04716
2022,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_PWAP,24,None,PT,2025-03-21T00:00:00,2017-2021,0.04735
2005,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_SWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,-5.47349
2006,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_SWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,-1.12224
2007,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_SWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,-3.51733
2008,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_SWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,-5.87659
2009,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_SWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,0.22434
2010,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_SWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,-0.23612
2011,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_SWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,8.35141
2012,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_SWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,12.02942
2013,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_SWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,10.98216
2014,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_SWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,10.79015
2015,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_SWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,19.57997
2016,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_SWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,15.92979
2017,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_SWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,34.05562
2018,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_SWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,47.82916
2019,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_SWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,77.65757
2020,B,0,Extent area change calculated using the median spatial extent for the new baseline reference period (2000-2019),Global Surface Water Explorer extraction for UN Environment Programme,EN_LKRV_SWAC,24,None,PT,2024-05-08T00:00:00,2017-2021,66.07714
