Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,115.0
2001,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,111.9
2002,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,108.1
2003,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,104.0
2004,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,99.3
2005,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,94.4
2006,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,89.1
2007,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,83.8
2008,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,78.7
2009,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,73.7
2010,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,68.9
2011,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,64.4
2012,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,60.4
2013,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,56.7
2014,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,53.6
2015,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,51.1
2016,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,48.9
2017,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,47.0
2018,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,45.3
2019,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,43.8
2020,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,42.3
2021,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,40.9
2022,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,39.6
2023,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,38.3
2000,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,105.2
2001,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,102.2
2002,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,98.7
2003,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,94.6
2004,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,90.2
2005,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,85.3
2006,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,80.4
2007,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,75.5
2008,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,70.6
2009,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,65.9
2010,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,61.6
2011,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,57.4
2012,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,53.6
2013,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,50.3
2014,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,47.5
2015,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,45.2
2016,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,43.3
2017,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,41.6
2018,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,40.1
2019,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,38.7
2020,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,37.3
2021,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,36.1
2022,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,34.9
2023,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,33.8
2000,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,124.3
2001,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,121.0
2002,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,117.2
2003,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,112.7
2004,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,108.0
2005,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,102.9
2006,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,97.4
2007,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,91.8
2008,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,86.3
2009,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,81.0
2010,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,75.9
2011,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,71.0
2012,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,66.6
2013,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,62.6
2014,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,59.3
2015,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,56.6
2016,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,54.2
2017,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,52.2
2018,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,50.3
2019,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,48.6
2020,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,46.9
2021,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,45.5
2022,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,44.0
2023,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,24,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,42.6
2000,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,84363.0
2001,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,84649.0
2002,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,84529.0
2003,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,83958.0
2004,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,82981.0
2005,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,81701.0
2006,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,79683.0
2007,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,77425.0
2008,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,75061.0
2009,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,72566.0
2010,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,69921.0
2011,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,67197.0
2012,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,64711.0
2013,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,62450.0
2014,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,60610.0
2015,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,59058.0
2016,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,57701.0
2017,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,56612.0
2018,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,55740.0
2019,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,55030.0
2020,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,54355.0
2021,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,53725.0
2022,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,52919.0
2023,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,None,Y0,NUMBER,2025-03-19T00:00:00,2023,52081.0
2000,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,38138.0
2001,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,38220.0
2002,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,38099.0
2003,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,37777.0
2004,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,37222.0
2005,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,36510.0
2006,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,35539.0
2007,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,34470.0
2008,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,33331.0
2009,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,32142.0
2010,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,30923.0
2011,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,29665.0
2012,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,28524.0
2013,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,27492.0
2014,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,26634.0
2015,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,25911.0
2016,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,25312.0
2017,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,24785.0
2018,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,24396.0
2019,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,24052.0
2020,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,24,F,Y0,NUMBER,2025-03-19T00:00:00,2023,23748.0
