Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.855492
2001,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,1.272684
2002,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.392033
2003,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.451263
2004,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.308864
2005,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.229285
2006,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.126063
2007,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.203557
2008,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.146887
2009,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.116205
2010,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.089989
2011,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.053729
2012,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.073552
2013,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.069088
2014,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.042069
2015,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.063775
2016,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.101709
2017,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.097217
2018,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.067093
2019,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.071581
2020,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.087313
2021,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.145882
2022,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.045389
2023,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,24,PT,2025-05-19T00:00:00,2023,0.07027
