Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2010,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,24,NUMBER,2025-02-13T00:00:00,2023,15879207
2011,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,24,NUMBER,2025-02-13T00:00:00,2023,16066272
2012,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,24,NUMBER,2025-02-13T00:00:00,2023,16421331
2013,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,24,NUMBER,2025-02-13T00:00:00,2023,17149903
2014,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,24,NUMBER,2025-02-13T00:00:00,2023,17666908
2015,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,24,NUMBER,2025-02-13T00:00:00,2023,18534219
2016,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,24,NUMBER,2025-02-13T00:00:00,2023,14419092
2017,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,24,NUMBER,2025-02-13T00:00:00,2023,14739913
2018,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,24,NUMBER,2025-02-13T00:00:00,2023,15220708
2019,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,24,NUMBER,2025-02-13T00:00:00,2023,15362008
2020,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,24,NUMBER,2025-02-13T00:00:00,2023,7698802
2021,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,24,NUMBER,2025-02-13T00:00:00,2023,8558522
2022,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,24,NUMBER,2025-02-13T00:00:00,2023,8672543
2023,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,24,NUMBER,2025-02-13T00:00:00,2023,8789216
