Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,COMMENT_OBS,Value
2000,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,24,PT,2025-03-14T00:00:00,2024,,5.25508
2005,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,24,PT,2025-03-14T00:00:00,2024,,7.99235
2006,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,24,PT,2025-03-14T00:00:00,2024,,7.45479
2010,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,24,PT,2025-03-14T00:00:00,2024,,8.68477
2012,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,24,PT,2025-03-14T00:00:00,2024,,8.37043
2013,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,24,PT,2025-03-14T00:00:00,2024,,8.82697
2015,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,24,PT,2025-03-14T00:00:00,2024,,8.91878
2016,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,24,PT,2025-03-14T00:00:00,2024,,6.55097
2017,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,24,PT,2025-03-14T00:00:00,2024,,6.76378
2018,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,24,PT,2025-03-14T00:00:00,2024,,5.77752
2019,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,24,PT,2025-03-14T00:00:00,2024,,6.04536
2020,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,24,PT,2025-03-14T00:00:00,2024,,5.29474
2021,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,24,PT,2025-03-14T00:00:00,2024,,6.91961
2022,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,24,PT,2025-03-14T00:00:00,2024,,6.64047
