Year,OBS_STATUS,UNIT_MULT,BASE_PER,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2006,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDCML,24,CON_USD,2025-05-19T00:00:00,2023,34.3347
2007,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDCML,24,CON_USD,2025-05-19T00:00:00,2023,143.073
2008,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDCML,24,CON_USD,2025-05-19T00:00:00,2023,73.5039
2009,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDCML,24,CON_USD,2025-05-19T00:00:00,2023,20.5905
2010,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDCML,24,CON_USD,2025-05-19T00:00:00,2023,79.3345
2011,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDCML,24,CON_USD,2025-05-19T00:00:00,2023,19.2517
2012,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDCML,24,CON_USD,2025-05-19T00:00:00,2023,10.2686
2013,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDCML,24,CON_USD,2025-05-19T00:00:00,2023,65.6371
2014,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDCML,24,CON_USD,2025-05-19T00:00:00,2023,20.9958
2015,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDCML,24,CON_USD,2025-05-19T00:00:00,2023,186.205
2016,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDCML,24,CON_USD,2025-05-19T00:00:00,2023,26.4723
2017,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDCML,24,CON_USD,2025-05-19T00:00:00,2023,14.6442
2018,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDCML,24,CON_USD,2025-05-19T00:00:00,2023,158.465
2019,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDCML,24,CON_USD,2025-05-19T00:00:00,2023,12.7661
2020,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDCML,24,CON_USD,2025-05-19T00:00:00,2023,61.1162
2021,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDCML,24,CON_USD,2025-05-19T00:00:00,2023,172.773
2022,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDCML,24,CON_USD,2025-05-19T00:00:00,2023,3.97274
2023,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDCML,24,CON_USD,2025-05-19T00:00:00,2023,164.113
2006,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDDBML,24,CON_USD,2025-05-19T00:00:00,2023,26.2472
2007,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDDBML,24,CON_USD,2025-05-19T00:00:00,2023,27.449
2008,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDDBML,24,CON_USD,2025-05-19T00:00:00,2023,46.0936
2009,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_TRDDBML,24,CON_USD,2025-05-19T00:00:00,2023,59.0658
