Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,73.84
2001,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,72.75
2002,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,70.83
2003,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,65.57
2004,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,62.34
2005,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,68.86
2006,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,62.62
2007,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,58.92
2008,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,55.42
2009,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,53.0
2010,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,53.06
2011,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,51.66
2012,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,48.98
2013,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,46.78
2014,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,47.45
2015,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,47.12
2016,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,48.07
2017,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,52.55
2018,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,52.5
2019,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,50.74
2020,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,60.57
2021,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,51.02
2022,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,24,PT,2025-02-26T00:00:00,2022,49.58
