Year,OBS_STATUS,UNIT_MULT,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2018,A,0,35.1,12.9,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",VC_VAW_MARR,24,F,Y_GE15,PT,2021-06-17T00:00:00,2000-2018,22.1
2018,A,0,38.8,14.5,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",VC_VAW_MARR,24,F,Y15T49,PT,2021-06-17T00:00:00,2000-2018,24.7
