Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2019,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,None,Y0T17,NUMBER,2025-03-13T00:00:00,2022,10.0
2020,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,None,Y0T17,NUMBER,2025-03-13T00:00:00,2022,8.0
2021,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,None,Y0T17,NUMBER,2025-03-13T00:00:00,2022,9.0
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,F,None,NUMBER,2025-03-13T00:00:00,2022,17.0
2018,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,F,None,NUMBER,2025-03-13T00:00:00,2022,5.0
2019,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,F,None,NUMBER,2025-03-13T00:00:00,2022,5.0
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,F,Y_GE18,NUMBER,2025-03-13T00:00:00,2022,5.0
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,F,Y0T17,NUMBER,2025-03-13T00:00:00,2022,12.0
2018,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,F,Y0T17,NUMBER,2025-03-13T00:00:00,2022,5.0
2019,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,F,Y0T17,NUMBER,2025-03-13T00:00:00,2022,5.0
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,M,None,NUMBER,2025-03-13T00:00:00,2022,10.0
2019,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,M,None,NUMBER,2025-03-13T00:00:00,2022,5.0
2020,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,M,None,NUMBER,2025-03-13T00:00:00,2022,8.0
2021,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,M,None,NUMBER,2025-03-13T00:00:00,2022,9.0
2022,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,M,None,NUMBER,2025-03-13T00:00:00,2022,18.0
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,M,Y_GE18,NUMBER,2025-03-13T00:00:00,2022,5.0
2022,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,M,Y_GE18,NUMBER,2025-03-13T00:00:00,2022,18.0
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,M,Y0T17,NUMBER,2025-03-13T00:00:00,2022,5.0
2019,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,M,Y0T17,NUMBER,2025-03-13T00:00:00,2022,5.0
2020,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,M,Y0T17,NUMBER,2025-03-13T00:00:00,2022,8.0
2021,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,24,M,Y0T17,NUMBER,2025-03-13T00:00:00,2022,9.0
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFL,24,None,None,NUMBER,2025-03-13T00:00:00,2020,24.0
2019,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFL,24,None,None,NUMBER,2025-03-13T00:00:00,2020,8.0
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFL,24,None,Y_GE18,NUMBER,2025-03-13T00:00:00,2020,9.0
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFL,24,None,Y0T17,NUMBER,2025-03-13T00:00:00,2020,15.0
2019,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFL,24,None,Y0T17,NUMBER,2025-03-13T00:00:00,2020,8.0
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFL,24,F,Y_GE18,NUMBER,2025-03-13T00:00:00,2022,5.0
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFL,24,F,Y0T17,NUMBER,2025-03-13T00:00:00,2022,12.0
2019,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFL,24,F,Y0T17,NUMBER,2025-03-13T00:00:00,2022,5.0
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFLR,24,None,None,PER_100000_POP,2025-03-13T00:00:00,2020,0.08
2019,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFLR,24,None,None,PER_100000_POP,2025-03-13T00:00:00,2020,0.02
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFLR,24,None,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2020,0.06
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFLR,24,None,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2020,0.1
2019,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFLR,24,None,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2020,0.05
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFLR,24,F,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2022,0.07
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFLR,24,F,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,0.15
2019,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFLR,24,F,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,0.06
2009,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,None,None,PER_100000_POP,2025-03-13T00:00:00,2022,0.07
2010,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,None,None,PER_100000_POP,2025-03-13T00:00:00,2022,0.03
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,None,None,PER_100000_POP,2025-03-13T00:00:00,2022,0.09
2018,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,None,None,PER_100000_POP,2025-03-13T00:00:00,2022,0.02
2019,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,None,None,PER_100000_POP,2025-03-13T00:00:00,2022,0.03
2020,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,None,None,PER_100000_POP,2025-03-13T00:00:00,2022,0.02
2021,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,None,None,PER_100000_POP,2025-03-13T00:00:00,2022,0.03
2022,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,None,None,PER_100000_POP,2025-03-13T00:00:00,2022,0.05
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,None,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2022,0.07
2022,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,None,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2022,0.1
2009,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,None,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,0.13
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,None,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,0.11
2018,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,None,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,0.03
2019,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,None,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,0.06
2020,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,None,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,0.05
2021,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,None,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,0.05
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,F,None,PER_100000_POP,2025-03-13T00:00:00,2022,0.11
2018,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,F,None,PER_100000_POP,2025-03-13T00:00:00,2022,0.03
2019,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,F,None,PER_100000_POP,2025-03-13T00:00:00,2022,0.03
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,F,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2022,0.07
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,F,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,0.15
2018,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,F,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,0.06
2019,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,F,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,0.06
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,M,None,PER_100000_POP,2025-03-13T00:00:00,2022,0.07
2019,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,M,None,PER_100000_POP,2025-03-13T00:00:00,2022,0.03
2020,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,M,None,PER_100000_POP,2025-03-13T00:00:00,2022,0.05
2021,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,M,None,PER_100000_POP,2025-03-13T00:00:00,2022,0.05
2022,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,M,None,PER_100000_POP,2025-03-13T00:00:00,2022,0.1
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,M,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2022,0.07
2022,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,M,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2022,0.21
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,M,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,0.06
2019,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,M,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,0.06
2020,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,M,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,0.09
2021,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,24,M,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,0.1
2009,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSX,24,None,None,NUMBER,2025-03-13T00:00:00,2022,15.0
2020,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSX,24,None,None,NUMBER,2025-03-13T00:00:00,2022,8.0
2022,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSX,24,None,None,NUMBER,2025-03-13T00:00:00,2022,18.0
2022,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSX,24,None,Y_GE18,NUMBER,2025-03-13T00:00:00,2022,18.0
2020,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSX,24,None,Y0T17,NUMBER,2025-03-13T00:00:00,2020,8.0
2022,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSX,24,M,Y_GE18,NUMBER,2025-03-13T00:00:00,2022,18.0
2020,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSX,24,M,Y0T17,NUMBER,2025-03-13T00:00:00,2022,8.0
2009,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSXR,24,None,None,PER_100000_POP,2025-03-13T00:00:00,2022,0.07
2020,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSXR,24,None,None,PER_100000_POP,2025-03-13T00:00:00,2022,0.02
2022,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSXR,24,None,None,PER_100000_POP,2025-03-13T00:00:00,2022,0.05
2022,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSXR,24,None,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2022,0.1
2020,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSXR,24,None,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2020,0.05
2022,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSXR,24,M,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2022,0.21
2020,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSXR,24,M,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,0.09
