Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2015,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,24,USD,2025-05-13T00:00:00,2019,205443526
2016,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,24,USD,2025-05-13T00:00:00,2019,156783202
2017,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,24,USD,2025-05-13T00:00:00,2019,161385227
2018,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,24,USD,2025-05-13T00:00:00,2019,122288132
2019,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,24,USD,2025-05-13T00:00:00,2019,97776511
2010,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,24,USD,2025-05-13T00:00:00,2019,2137529082
2011,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,24,USD,2025-05-13T00:00:00,2019,1766030128
2012,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,24,USD,2025-05-13T00:00:00,2019,2786343291
2013,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,24,USD,2025-05-13T00:00:00,2019,2261463363
2014,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,24,USD,2025-05-13T00:00:00,2019,2608329888
2015,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,24,USD,2025-05-13T00:00:00,2019,2324603948
2016,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,24,USD,2025-05-13T00:00:00,2019,2004308562
2017,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,24,USD,2025-05-13T00:00:00,2019,1642490010
2018,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,24,USD,2025-05-13T00:00:00,2019,1449036212
2019,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,24,USD,2025-05-13T00:00:00,2019,1147930414
2016,A,0,WESR / UN COMTRADE,DC_ENVTECH_RIMP,24,USD,2022-03-23T00:00:00,2016,454
2010,A,0,World Environment Situation Room,DC_ENVTECH_TT,24,USD,2023-05-10T00:00:00,2019,2137529082
2011,A,0,World Environment Situation Room,DC_ENVTECH_TT,24,USD,2023-05-10T00:00:00,2019,1766030128
2012,A,0,World Environment Situation Room,DC_ENVTECH_TT,24,USD,2023-05-10T00:00:00,2019,2786343291
2013,A,0,World Environment Situation Room,DC_ENVTECH_TT,24,USD,2023-05-10T00:00:00,2019,2261463363
2014,A,0,World Environment Situation Room,DC_ENVTECH_TT,24,USD,2023-05-10T00:00:00,2019,2608329888
2015,A,0,World Environment Situation Room,DC_ENVTECH_TT,24,USD,2023-05-10T00:00:00,2019,2530047474
2016,A,0,World Environment Situation Room,DC_ENVTECH_TT,24,USD,2023-05-10T00:00:00,2019,2161092218
2017,A,0,World Environment Situation Room,DC_ENVTECH_TT,24,USD,2023-05-10T00:00:00,2019,1803875237
2018,A,0,World Environment Situation Room,DC_ENVTECH_TT,24,USD,2023-05-10T00:00:00,2019,1571324344
2019,A,0,World Environment Situation Room,DC_ENVTECH_TT,24,USD,2023-05-10T00:00:00,2019,1245706925
