Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2014,A,0,ITU estimate.,IT_MOB_OWN,24,None,PT,2025-03-06T00:00:00,2023,78.6
2020,A,0,ITU estimate.,IT_MOB_OWN,24,None,PT,2025-03-06T00:00:00,2023,49.9
2021,A,0,ITU estimate.,IT_MOB_OWN,24,None,PT,2025-03-06T00:00:00,2023,51.9
2022,A,0,ITU estimate.,IT_MOB_OWN,24,None,PT,2025-03-06T00:00:00,2023,53.9
2023,A,0,ITU estimate.,IT_MOB_OWN,24,None,PT,2025-03-06T00:00:00,2023,55.5
2014,A,0,Instituto Nacional de Estatística,IT_MOB_OWN,24,F,PT,2025-03-06T00:00:00,2014,79.8
2014,A,0,Instituto Nacional de Estatística,IT_MOB_OWN,24,M,PT,2025-03-06T00:00:00,2014,77.6
