Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2001,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,24,PT,2025-03-21T00:00:00,2023,8.16
2002,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,24,PT,2025-03-21T00:00:00,2023,5.84
2003,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,24,PT,2025-03-21T00:00:00,2023,6.2
2004,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,24,PT,2025-03-21T00:00:00,2023,6.25
2005,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,24,PT,2025-03-21T00:00:00,2023,5.06
2006,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,24,PT,2025-03-21T00:00:00,2023,5.19
2007,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,24,PT,2025-03-21T00:00:00,2023,5.24
2008,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,24,PT,2025-03-21T00:00:00,2023,4.81
2009,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,24,PT,2025-03-21T00:00:00,2023,6.62
2010,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,24,PT,2025-03-21T00:00:00,2023,6.18
2011,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,24,PT,2025-03-21T00:00:00,2023,5.85
2012,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,24,PT,2025-03-21T00:00:00,2023,6.07
2013,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,24,PT,2025-03-21T00:00:00,2023,6.51
2014,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,24,PT,2025-03-21T00:00:00,2023,7.55
2015,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,24,PT,2025-03-21T00:00:00,2023,9.12
2016,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,24,PT,2025-03-21T00:00:00,2023,9.83
